VENTALV,DISCONNECT,HRSAT,PVSAT,ANAPHYLAXIS,PAP,KINKEDTUBE,PCWP,STROKEVOLUME,LVEDVOLUME,LVFAILURE,HYPOVOLEMIA,EXPCO2,VENTMACH,VENTTUBE,HRBP,INTUBATION,PRESS,HREKG,HR,FIO2,CATECHOL,SHUNT,BP,CO,ERRLOWOUTPUT,SAO2,ARTCO2,HISTORY,TPR,MINVOLSET,INSUFFANESTH,ERRCAUTER,VENTLUNG,CVP,MINVOL,PULMEMBOLUS
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,TRUE,HIGH,LOW,FALSE,HIGH,NORMAL,TRUE,FALSE,LOW,HIGH,HIGH,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,TRUE,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
HIGH,TRUE,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,TRUE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,ESOPHAGEAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,TRUE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,LOW,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,TRUE,LOW,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
LOW,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,NORMAL,NORMAL,LOW,HIGH,ONESIDED,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,TRUE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,LOW,ZERO,ZERO,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,TRUE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
LOW,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,HIGH,HIGH,FALSE,FALSE,NORMAL,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,HIGH,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,LOW,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,NORMAL,NORMAL,FALSE,FALSE,NORMAL,HIGH,LOW,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,LOW,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,HIGH,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,TRUE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,HIGH,TRUE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,TRUE,HIGH,NORMAL,FALSE,TRUE,ZERO,LOW,ZERO,FALSE
LOW,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,ONESIDED,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,TRUE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,ONESIDED,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,TRUE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,FALSE,TRUE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,HIGH,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,TRUE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
